S_No,City,State,Event_Type,Event_Name,Address,Zipcode,phone,Event,Event_Date,Event_Price,Event_Email
159,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/10/22,32,rmcilriach4@phoca.cz
160,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/11/22,32,rmcilriach4@phoca.cz
161,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/12/22,32,rmcilriach4@phoca.cz
162,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/13/22,32,rmcilriach4@phoca.cz
163,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/14/22,32,rmcilriach4@phoca.cz
164,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/15/22,32,rmcilriach4@phoca.cz
165,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/16/22,32,rmcilriach4@phoca.cz
166,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/17/22,32,rmcilriach4@phoca.cz
167,New York,NY,Attraction,Statue Of Liberty,22 Battery Pl,10004,(212) 363-3200,FERRY TOUR,1/18/22,32,rmcilriach4@phoca.cz
168,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/12/22,19,rmilmith5@google.es
169,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/13/22,19,rmilmith5@google.es
170,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/14/22,19,rmilmith5@google.es
171,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/15/22,19,rmilmith5@google.es
172,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/16/22,19,rmilmith5@google.es
173,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/17/22,19,rmilmith5@google.es
174,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/18/22,19,rmilmith5@google.es
175,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/19/22,19,rmilmith5@google.es
176,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/20/22,19,rmilmith5@google.es
177,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/21/22,19,rmilmith5@google.es
178,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/22/22,19,rmilmith5@google.es
179,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/23/22,19,rmilmith5@google.es
180,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/24/22,19,rmilmith5@google.es
181,New York,NY,Attraction,Central Park Zoo,64th Street & 5th Avenue,10065,(212) 439-6500,Zoo Tour,1/25/22,19,rmilmith5@google.es
182,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/12/22,55,egulliver6@plala.or.jp
183,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/13/22,55,egulliver6@plala.or.jp
184,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/14/22,55,egulliver6@plala.or.jp
185,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/15/22,55,egulliver6@plala.or.jp
186,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/16/22,55,egulliver6@plala.or.jp
187,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/17/22,55,egulliver6@plala.or.jp
188,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/18/22,55,egulliver6@plala.or.jp
189,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/19/22,55,egulliver6@plala.or.jp
190,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/20/22,55,egulliver6@plala.or.jp
191,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/21/22,55,egulliver6@plala.or.jp
192,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/22/22,55,egulliver6@plala.or.jp
193,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/23/22,55,egulliver6@plala.or.jp
194,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/24/22,55,egulliver6@plala.or.jp
195,New York,NY,Attraction,Empire State Building,20 W 34th St,10001,(212) 736-3100,ALL ACCESS TOUR,1/25/22,55,egulliver6@plala.or.jp
196,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/12/22,40,cmowsley7@ibm.com
197,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/13/22,40,cmowsley7@ibm.com
198,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/14/22,40,cmowsley7@ibm.com
199,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/15/22,40,cmowsley7@ibm.com
200,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/16/22,40,cmowsley7@ibm.com
201,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/17/22,40,cmowsley7@ibm.com
202,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/18/22,40,cmowsley7@ibm.com
203,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/19/22,40,cmowsley7@ibm.com
204,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/20/22,40,cmowsley7@ibm.com
205,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/21/22,40,cmowsley7@ibm.com
206,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/22/22,40,cmowsley7@ibm.com
207,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/23/22,40,cmowsley7@ibm.com
208,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/24/22,40,cmowsley7@ibm.com
209,New York,NY,Attraction,Rockefeller Center,30 Rockefeller Plaza,10112,212 698 2000,360-degree views of New York City,1/25/22,40,cmowsley7@ibm.com
210,New York,NY,Aquarium,New York Aquarium,602 Surf Ave ,11224,718 265 3474,Aquarium tour and Penguin show,1/12/22,25,umaciaszek8@themeforest.net
211,New York,NY,Aquarium,New York Aquarium,602 Surf Ave ,11224,718 265 3474,Aquarium tour and Penguin show,1/13/22,25,umaciaszek8@themeforest.net
212,New York,NY,Aquarium,New York Aquarium,602 Surf Ave ,11224,718 265 3474,Aquarium tour and Penguin show,1/14/22,25,umaciaszek8@themeforest.net
213,New York,NY,Aquarium,New York Aquarium,602 Surf Ave ,11224,718 265 3474,Aquarium tour and Penguin show,1/15/22,25,umaciaszek8@themeforest.net
214,New York,NY,Aquarium,New York Aquarium,602 Surf Ave ,11224,718 265 3474,Aquarium tour and Penguin show,1/16/22,25,umaciaszek8@themeforest.net
215,New York,NY,Aquarium,New York Aquarium,602 Surf Ave ,11224,718 265 3474,Aquarium tour and Penguin show,1/17/22,25,umaciaszek8@themeforest.net
216,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/12/22,28,btooke9@wikispaces.com
217,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/13/22,28,btooke9@wikispaces.com
218,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/14/22,28,btooke9@wikispaces.com
219,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/15/22,28,btooke9@wikispaces.com
220,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/16/22,28,btooke9@wikispaces.com
221,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/17/22,28,btooke9@wikispaces.com
222,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/18/22,28,btooke9@wikispaces.com
223,New York,NY,Aquarium,Manhattan Aquariums,522 W 37th St,10018,212 594 2272,Aquarium tour and Dolphin show,1/19/22,28,btooke9@wikispaces.com
224,New York,NY,Aquarium,Aquarius Aquariums,214 Riverside Dr,10025,212 749 4970,Aquarium tour and Seal show,1/12/22,22,tklementa@last.fm
225,New York,NY,Aquarium,Aquarius Aquariums,214 Riverside Dr,10025,212 749 4970,Aquarium tour and Seal show,1/13/22,22,tklementa@last.fm
226,New York,NY,Aquarium,Aquarius Aquariums,214 Riverside Dr,10025,212 749 4970,Aquarium tour and Seal show,1/14/22,22,tklementa@last.fm
227,New York,NY,Aquarium,Aquarius Aquariums,214 Riverside Dr,10025,212 749 4970,Aquarium tour and Seal show,1/15/22,22,tklementa@last.fm
228,New York,NY,Aquarium,Aquarius Aquariums,214 Riverside Dr,10025,212 749 4970,Aquarium tour and Seal show,1/16/22,22,tklementa@last.fm
229,New York,NY,Aquarium,Aquarius Aquariums,214 Riverside Dr,10025,212 749 4970,Aquarium tour and Seal show,1/17/22,22,tklementa@last.fm
230,New York,NY,Ferry,NYC Ferry operated by Hornblower,South St & Gouverneur Ln,10005,844 469 3377,Architecture Tour,1/12/22,15,atuxellb@vistaprint.com
231,New York,NY,Ferry,NYC Ferry operated by Hornblower,South St & Gouverneur Ln,10005,844 469 3377,Architecture Tour,1/13/22,15,atuxellb@vistaprint.com
232,New York,NY,Ferry,NYC Ferry operated by Hornblower,South St & Gouverneur Ln,10005,844 469 3377,Architecture Tour,1/14/22,15,atuxellb@vistaprint.com
233,New York,NY,Ferry,NYC Ferry operated by Hornblower,South St & Gouverneur Ln,10005,844 469 3377,Architecture Tour,1/15/22,15,atuxellb@vistaprint.com
234,New York,NY,Ferry,NYC Ferry operated by Hornblower,South St & Gouverneur Ln,10005,844 469 3377,Architecture Tour,1/16/22,15,atuxellb@vistaprint.com
235,New York,NY,Ferry,NYC Ferry operated by Hornblower,South St & Gouverneur Ln,10005,844 469 3377,Architecture Tour,1/17/22,15,atuxellb@vistaprint.com
236,New York,NY,Ferry,East River Ferry,Brooklyn,11206,844 469 3388,City sight seeing,1/12/22,18,gstreetenc@amazonaws.com
237,New York,NY,Ferry,East River Ferry,Brooklyn,11206,844 469 3388,City sight seeing,1/13/22,18,gstreetenc@amazonaws.com
238,New York,NY,Ferry,East River Ferry,Brooklyn,11206,844 469 3388,City sight seeing,1/14/22,18,gstreetenc@amazonaws.com
239,New York,NY,Ferry,East River Ferry,Brooklyn,11206,844 469 3388,City sight seeing,1/15/22,18,gstreetenc@amazonaws.com
240,New York,NY,Ferry,East River Ferry,Brooklyn,11206,844 469 3388,City sight seeing,1/16/22,18,gstreetenc@amazonaws.com
241,New York,NY,Ferry,East River Ferry,Brooklyn,11206,844 469 3388,City sight seeing,1/17/22,18,gstreetenc@amazonaws.com
242,New York,NY,Restaurant,Le Bernardin,155 W 51st St,10019,212 554 1515,Elite French Restaurant,1/12/22,125,scluleyd@usatoday.com
243,New York,NY,Restaurant,Le Bernardin,155 W 51st St,10019,212 554 1515,Elite French Restaurant,1/13/22,125,scluleyd@usatoday.com
244,New York,NY,Restaurant,Le Bernardin,155 W 51st St,10019,212 554 1515,Elite French Restaurant,1/14/22,125,scluleyd@usatoday.com
245,New York,NY,Restaurant,Le Bernardin,155 W 51st St,10019,212 554 1515,Elite French Restaurant,1/15/22,125,scluleyd@usatoday.com
246,New York,NY,Restaurant,Le Bernardin,155 W 51st St,10019,212 554 1515,Elite French Restaurant,1/16/22,125,scluleyd@usatoday.com
247,New York,NY,Restaurant,Le Bernardin,155 W 51st St,10019,212 554 1515,Elite French Restaurant,1/17/22,125,scluleyd@usatoday.com
248,New York,NY,Restaurant,Dame,87 MacDougal St,10012,929 367 7370,Best Seafood Eatery in town,1/12/22,125,gbrandrethf@wix.com
249,New York,NY,Restaurant,Dame,87 MacDougal St,10012,929 367 7370,Best Seafood Eatery in town,1/13/22,125,gbrandrethf@wix.com
250,New York,NY,Restaurant,Dame,87 MacDougal St,10012,929 367 7370,Best Seafood Eatery in town,1/14/22,125,gbrandrethf@wix.com
251,New York,NY,Restaurant,Dame,87 MacDougal St,10012,929 367 7370,Best Seafood Eatery in town,1/15/22,125,gbrandrethf@wix.com
252,New York,NY,Restaurant,Frevo,48 W 8th St,10011,646 455 0804,multi-course modern menu,1/16/22,125,ssaggg@merriam-webster.com
253,New York,NY,Restaurant,Frevo,48 W 8th St,10011,646 455 0804,multi-course modern menu,1/12/22,125,ssaggg@merriam-webster.com
254,New York,NY,Restaurant,Frevo,48 W 8th St,10011,646 455 0804,multi-course modern menu,1/13/22,125,ssaggg@merriam-webster.com
255,New York,NY,Restaurant,Frevo,48 W 8th St,10011,646 455 0804,multi-course modern menu,1/14/22,125,ssaggg@merriam-webster.com
256,New York,NY,Restaurant,Frevo,48 W 8th St,10011,646 455 0804,multi-course modern menu,1/15/22,125,ssaggg@merriam-webster.com
